id,Cod,Plan,Accion,Actividad,Tipo_plan,Parada,Relevancia,Especialidad,D,S,2S,M,MC,2M,T,SE,8M,A,1.5A,2A,3A,4A,5A,6A,8A,10A,1000,1300,1800,6000,22500,40000,55000,55000C,Verificacion,Trabajo,Observaciones,Unidad de Medida,Tipo de Valor,Metrica (Nombre),Permitir Omitir,Programacion Anticipada
18.0,MEPA-A10,MOTOR ELECTRICO PRINCIPAL,VERIFICAR,Verificar de la conexión de puesta a tierra,Actividad,True,MEDIA,ELECTRICO,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Mensual,,,,,True,True
19.0,MEPA-A11,MOTOR ELECTRICO PRINCIPAL,MONITORIZAR,Inspecciones SPM,Actividad,False,MEDIA,BASADA EN CONDICION,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Bimensual,,,,,False,False
20.0,MEPA-A12,MOTOR ELECTRICO PRINCIPAL,MONITORIZAR,Inspección termográfica del motor.,Actividad,True,MEDIA,BASADA EN CONDICION,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,,,,False,False
21.0,MEPA-A13,MOTOR ELECTRICO PRINCIPAL,MONITORIZAR,Inspecciones por análisis de vibraciones,Actividad,False,MEDIA,BASADA EN CONDICION,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,,,,False,False
22.0,MEPA-A14,MOTOR ELECTRICO PRINCIPAL,LUBRICAR,Rodamientos del Motor electrico principal con la tecnica de ultrasonidos,Actividad,False,MEDIA,BASADA EN CONDICION,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Lubricacion Motor Principal,,,,,False,False
23.0,MEPA-A15,MOTOR ELECTRICO PRINCIPAL,REVISAR,Revisar con torquimetro la tornillería de la correcta sujeción a la bancada.,Actividad,True,MEDIA,MECANICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,True,True
24.0,MEPA-A16,MOTOR ELECTRICO PRINCIPAL,VERIFICAR,"Verificacion de estanquidad de cajas de conexiones, retenes , tapas y conexiones eléctricas,",Actividad,True,MEDIA,ELECTROMECANICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,True,True
25.0,MEPA-A17,MOTOR ELECTRICO PRINCIPAL,MEDIR,Medida de la aislación de los conductores del motor,Actividad,True,ALTA,BASADA EN CONDICION,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,False
26.0,MEPA-A18,MOTOR ELECTRICO PRINCIPAL,VERIFICAR,Verificar el estado de los conductores del motor,Actividad,True,MEDIA,ELECTRICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,True,True
27.0,MEPA-A19,MOTOR ELECTRICO PRINCIPAL,MONITORIZAR,Inspeccion de alineacion del motor y acoples,Actividad,True,ALTA,BASADA EN CONDICION,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,False
28.0,MEPA-A20,MOTOR ELECTRICO PRINCIPAL,MEDIR,Resistencia de aislamiento del motor principal,Actividad,True,ALTA,BASADA EN CONDICION,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,False
29.0,MEPA-A21,MOTOR ELECTRICO PRINCIPAL,REEQUIPAR,Debe realizarse un cambio de grasa y si fuera necesario también de rodamientos ,Actividad,True,MEDIA,BASADA EN CONDICION,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,Cambio grasa Motor,,,,,False,False
30.0,RM,REFRIGERACION DE MOTOR ,,,Plan,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,
31.0,MEPA-A22,REFRIGERACION DE MOTOR,VERIFICAR,Funcionamiento del motor de refrigracion,Actividad,False,MEDIA,OPERATIVA,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspección Diaria,,,,,True,True
32.0,MEPA-A23,REFRIGERACION DE MOTOR,MEDIR,"Nivel de tensiones, Nivel de corrientes, en el motor",Actividad,False,MEDIA,ELECTRICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,,,,True,True
33.0,8,REFRIGERACION DE MOTOR,MEDIR,Registrar la corriente en la fase U en [A] del motor de refrigeracion ,Tarea,False,MEDIA,ELECTRICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,Amperios,Decimal,Corriente U Refrig,True,True
34.0,9,REFRIGERACION DE MOTOR,MEDIR,Registrar la corriente en la fase V en [A] del motor de refrigeracion ,Tarea,False,MEDIA,ELECTRICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,Amperios,Decimal,Corriente V Refrig,True,True
35.0,10,REFRIGERACION DE MOTOR,MEDIR,Registrar la corriente en la fase W en [A] del motor de refrigeracion ,Tarea,False,MEDIA,ELECTRICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,Amperios,Decimal,Corriente W Refrig,True,True
36.0,11,REFRIGERACION DE MOTOR,MEDIR,Registrar el nivel de tension  de las fases U-V en [V] del motor de refrigeracion ,Tarea,False,MEDIA,ELECTRICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,Voltios,Decimal,Tensión UV Refrig,True,True
37.0,12,REFRIGERACION DE MOTOR,MEDIR,Registrar el nivel de tension  de las fases U-W en [V] del motor de refrigeracion ,Tarea,False,MEDIA,ELECTRICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,Voltios,Decimal,Tensión UW Refrig,True,True
38.0,13,REFRIGERACION DE MOTOR,MEDIR,Registrar el nivel de tension  de las fases W-V en [V] del motor de refrigeracion ,Tarea,False,MEDIA,ELECTRICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,Voltios,Decimal,Tensión WV Refrig,True,True
39.0,MEPA-A24,REFRIGERACION DE MOTOR,VERIFICAR,Verificación de la tornillería y conexiones del sistema de refrigeración (Usar torquímetro),Actividad,True,MEDIA,MECANICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,True,True
40.0,MEPA-A25,REFRIGERACION DE MOTOR,VERIFICAR,"Verificación del ventilador , buscar rajaduras y controlar contrapesos",Actividad,True,MEDIA,MECANICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,True,True
41.0,MEPA-A26,REFRIGERACION DE MOTOR,PROBAR,Prueba de funcionamiento continuo del motor de refrigeración,Actividad,False,MEDIA,ELECTRICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,True,True
42.0,MEPA-A27,REFRIGERACION DE MOTOR,MONITORIZAR,"Inspecciones por ultrasonidos, durante las pruebas de funcionamiento del motor de refrigeración",Actividad,False,BAJA,BASADA EN CONDICION,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,False
43.0,MEPA-A28,REFRIGERACION DE MOTOR,MONITORIZAR,"Inspecciones de vibraciones, durante las pruebas de funcionamiento del motor de refrigeración",Actividad,False,MEDIA,BASADA EN CONDICION,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,False
44.0,MEPA-A29,REFRIGERACION DE MOTOR,MEDIR,Resistencia de aislamiento del motor de refrigeracion,Actividad,True,ALTA,ELECTRICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,True,True
45.0,ECM,ELEMENTOS DE CONTROL DEL MOTOR ,,,Plan,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,
46.0,MEPA-A30,ELEMENTOS DE CONTROL DEL MOTOR,VERIFICAR,"Inspección de la tornillería, conexiones electricas y articulación del taco motor",Actividad,True,MEDIA,ELECTROMECANICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,True,True
47.0,MEPR,MOTOR ELECTRICO PRINCIPAL RESPALDO,,,Plan,,,,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,
48.0,MEPR-A01,MOTOR ELECTRICO PRINCIPAL RESPALDO,PROBAR,Giro manual del eje (un par de rotaciones).,Actividad,True,MEDIA,MECANICO,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Mensual,,,,,True,True
49.0,MEPR-A02,MOTOR ELECTRICO PRINCIPAL RESPALDO,VERIFICAR,"Verificación desgastes, rajaduras y resequedad de los conductores del motor.",Actividad,True,BAJA,ELECTROMECANICO,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Mensual,,,,,True,True
50.0,MEPR-A03,MOTOR ELECTRICO PRINCIPAL RESPALDO,LIMPIAR,Limpieza de las superficies del motor y tapas de la refrigeración,Actividad,True,BAJA,ELECTROMECANICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,,,,True,True
51.0,MEPR-A04,MOTOR ELECTRICO PRINCIPAL RESPALDO,LIMPIAR,Limpieza y verificación del cable canal de los conductores eléctricos del motor,Actividad,True,BAJA,ELECTROMECANICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,,,,True,True
52.0,MEPR-A05,MOTOR ELECTRICO PRINCIPAL RESPALDO,VERIFICAR,Verificación del estado de los acoples del motor y su tornillería.,Actividad,True,MEDIA,MECANICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,True,True
53.0,MEPR-A06,MOTOR ELECTRICO PRINCIPAL RESPALDO,MEDIR,Resistencia de Aislamiento del motor principal de respaldo,Actividad,True,MEDIA,BASADA EN CONDICION,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,False
54.0,RMR,REFRIGERACION  DE MOTOR RESPALDO,,,Plan,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,
55.0,MEPR-A07,REFRIGERACION  DE MOTOR RESPALDO,VERIFICAR,Verificación de la tornillería y conexiones del sistema de refrigeración (Usar torquímetro),Actividad,True,MEDIA,MECANICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,True,True
56.0,MEPR-A08,REFRIGERACION  DE MOTOR RESPALDO,MEDIR,Resistencia de aislamiento del motor de refrigeración ,Actividad,True,ALTA,ELECTRICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,True,True
57.0,ACTC,ACOPLE TIPO CARDAN,,,Plan,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,,,,,,,
58.0,AMR-A01,ACOPLE TIPO CARDAN,VERIFICAR,Ausencia de ruidos anormales. (No tocar las protecciones),Actividad,False,MEDIA,OPERATIVA,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspección Diaria,,,,,True,True
59.0,AMR-A02,ACOPLE TIPO CARDAN,VERIFICAR,"Verificación del correcto apriete de la tornillería (visualización de marcas), del acoplamiento",Actividad,True,MEDIA,MECANICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,,,,True,True
60.0,AMR-A03,ACOPLE TIPO CARDAN,LUBRICAR,El acople (tipo cardan) y realizar limpieza de los excedentes de lubricante.,Actividad,True,BAJA,MECANICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,,,,True,True
61.0,AMR-A04,ACOPLE TIPO CARDAN,VERIFICAR,Verificar estado de las alemitas de lubricación,Actividad,True,BAJA,MECANICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,,,,True,True
62.0,AMR-A05,ACOPLE TIPO CARDAN,VERIFICAR,Correcto apriete de tornillería en cubiertas (visualización de marcas).,Actividad,True,MEDIA,MECANICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,,,,True,True
63.0,AMR-A06,ACOPLE TIPO CARDAN,LIMPIAR,"Cubierta, externa e internamente, más superficies contiguas.",Actividad,True,BAJA,MECANICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,,,,True,True
64.0,AMR-A07,ACOPLE TIPO CARDAN,MEDIR,Medir el juego longitudinal minimo disponible [20 mm segun el manual],Actividad,True,MEDIA,MECANICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,True,True
65.0,14,ACOPLE TIPO CARDAN,MEDIR,Registrar la medida del juego de los arboles articulados en [mm],Tarea,True,MEDIA,MECANICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,milimetros,Decimal,Juego Árboles Articulados,True,True
66.0,AMR-A08,ACOPLE TIPO CARDAN,VERIFICAR,Verificación visual exhaustiva a los acoples cardanicos,Actividad,True,BAJA,MECANICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,True,True
67.0,AMR-A09,ACOPLE TIPO CARDAN,VERIFICAR,Verificación de marcas  del acoplamiento motor - reductor,Actividad,True,BAJA,MECANICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,True,True
68.0,AMR-A10,ACOPLE TIPO CARDAN,VERIFICAR,Análisis de fisuras por partículas magnéticas,Actividad,True,MEDIA,BASADA EN CONDICION,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,False
69.0,AMR-A11,ACOPLE TIPO CARDAN,PROBAR,Inspeccion por particulas magneticas a la pista de freno del disco,Actividad,True,ALTA,BASADA EN CONDICION,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,END Cardan,,,,,False,False
70.0,AMR-A12,ACOPLE TIPO CARDAN,VERIFICAR,Verificación de alineación acoplamiento motor reductor,Actividad,True,ALTA,BASADA EN CONDICION,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,END Cardan,,,,,False,False
71.0,DIN,DISCO DE INERCIA,,,Plan,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,
72.0,AMR-A13,DISCO DE INERCIA,VERIFICAR,"Verificacion de rajaduras,  fisuras en los discos de inercia",Actividad,True,BAJA,MECANICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,True,True
73.0,EDRP,ESTRUCTURA DEL REDUCTOR PRINCIPAL,,,Plan,,,,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,,,,,,,
74.0,RPR-A01,ESTRUCTURA DEL REDUCTOR PRINCIPAL,VERIFICAR,Ausencia de ruidos y vibraciones anormales. NO tocar el reductor,Actividad,False,MEDIA,OPERATIVA,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspección Diaria,,,,,True,True
75.0,RPR-A02,ESTRUCTURA DEL REDUCTOR PRINCIPAL,VERIFICAR,"Ausencia fuga de lubricante en ductos, cañerías, en bridas, tapas, racor y otros",Actividad,False,MEDIA,OPERATIVA,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspección Diaria,,,,,True,True
76.0,RPR-A03,ESTRUCTURA DEL REDUCTOR PRINCIPAL,VERIFICAR,Verificar el estado del aceite (no espumante) .15 minutos después de la operación,Actividad,True,BAJA,MECANICO,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Semanal,,,,,True,True
77.0,RPR-A04,ESTRUCTURA DEL REDUCTOR PRINCIPAL,VERIFICAR,Verificar el nivel de aceite de las mirillas del reductor,Actividad,True,BAJA,MECANICO,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Semanal,,,,,True,True
78.0,15,ESTRUCTURA DEL REDUCTOR PRINCIPAL,ANOTAR,Registrar nivel de aceite de la mirilla superior del reductor entre  10 %  y 90 %,Tarea,True,BAJA,MECANICO,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Semanal,,Porcentaje,Entero,Aceite Mirilla Sup Reductor,True,True
79.0,16,ESTRUCTURA DEL REDUCTOR PRINCIPAL,ANOTAR,Registrar nivel de aceite de la mirilla inferior del reductor entre  60 %  y 90 %,Tarea,True,BAJA,MECANICO,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Semanal,,Porcentaje,Entero,Aceite Mirilla Inf Reductor,True,True
80.0,RPR-A05,ESTRUCTURA DEL REDUCTOR PRINCIPAL,VERIFICAR,Aceite en el deposito de fugas y el indicador de goteo del reductor,Actividad,False,BAJA,MECANICO,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Semanal,,,,,True,True
81.0,RPR-A06,ESTRUCTURA DEL REDUCTOR PRINCIPAL,VERIFICAR,Inspecciones SPM,Actividad,False,MEDIA,BASADA EN CONDICION,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Bimensual,,,,,False,False
82.0,RPR-A07,ESTRUCTURA DEL REDUCTOR PRINCIPAL,MONITORIZAR,Inspecciones de vibraciones,Actividad,False,MEDIA,BASADA EN CONDICION,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,,,,False,False
83.0,RPR-A08,ESTRUCTURA DEL REDUCTOR PRINCIPAL,MONITORIZAR,"Verificación de las marcas de tornilleria, ajustar y marcar si no existen los testigos",Actividad,False,MEDIA,MECANICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,,,,True,True
84.0,RPR-A09,ESTRUCTURA DEL REDUCTOR PRINCIPAL,LIMPIAR,El reductor y sus alrededores,Actividad,True,BAJA,MECANICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,,,,True,True
85.0,RPR-A10,ESTRUCTURA DEL REDUCTOR PRINCIPAL,REACONDICIONAR,Filtrado de aceite ,Actividad,True,ALTA,HIDRAULICO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,Filtrado aceite Reductor,,,,,True,True
86.0,RPR-A11,ESTRUCTURA DEL REDUCTOR PRINCIPAL,MONITORIZAR,Extraer muestra de aceite de Reductor para análisis,Actividad,False,ALTA,BASADA EN CONDICION,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,Filtrado aceite Reductor,,,,,False,False
