id,Cod,Plan,Accion,Actividad,Tipo_plan,Parada,Relevancia,Especialidad,D,S,2S,M,MC,2M,T,SE,8M,A,1.5A,2A,3A,4A,5A,6A,8A,10A,1000,1300,1800,6000,22500,40000,55000,55000C,Verificacion,Trabajo,Observaciones,Unidad de Medida,Tipo de Valor,Metrica (Nombre),Permitir Omitir,Programacion Anticipada
8.0,MEPA-A08,MOTOR ELECTRICO PRINCIPAL (LBD),LIMPIAR,Limpieza de las superficies del motor y  superficies de la tapa de refrigeración,Actividad,True,MEDIA,ELECTROMECANICO,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Mensual,,,,,False,True
9.0,MEPA-A09,MOTOR ELECTRICO PRINCIPAL (LBD),ANOTAR,"Nivel de tensiones, Nivel de corrientes, en el motor",Actividad,False,MEDIA,ELECTRICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Mensual,,,,,False,True
11.0,2,MOTOR ELECTRICO PRINCIPAL (LBD),ANOTAR,Registrar la corriente en la fase U en [A] del motor electrico principal en HMI,Tarea,False,MEDIA,ELECTRICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Mensual,,Amperios,Decimal,Corriente U Motor ,False,True
12.0,3,MOTOR ELECTRICO PRINCIPAL (LBD),ANOTAR,Registrar la corriente en la fase V en [A] del motor electrico principal en HMI,Tarea,False,MEDIA,ELECTRICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Mensual,,Amperios,Decimal,Corriente V Motor ,False,True
13.0,4,MOTOR ELECTRICO PRINCIPAL (LBD),ANOTAR,Registrar la corriente en la fase W en [A] del motor electrico principal en HMI,Tarea,False,MEDIA,ELECTRICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Mensual,,Amperios,Decimal,Corriente W Motor ,False,True
14.0,5,MOTOR ELECTRICO PRINCIPAL (LBD),ANOTAR,Registrar el nivel de tensión  de las fases U-V en [V] del motor electrico principal en HMI,Tarea,False,MEDIA,ELECTRICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Mensual,,Voltios,Decimal,Tensión UV Motor ,False,True
15.0,6,MOTOR ELECTRICO PRINCIPAL (LBD),ANOTAR,Registrar el nivel de tensión  de las fases U-W en [V] del motor electrico principal en HMI,Tarea,False,MEDIA,ELECTRICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Mensual,,Voltios,Decimal,Tensión UW Motor ,False,True
16.0,7,MOTOR ELECTRICO PRINCIPAL (LBD),ANOTAR,Registrar el nivel de tensión  de las fases W-V en [V] del motor electrico principal en HMI,Tarea,False,MEDIA,ELECTRICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Mensual,,Voltios,Decimal,Tensión WV Motor ,False,True
10.0,MEPA-A10,MOTOR ELECTRICO PRINCIPAL (LBD),VERIFICAR,Verificar de la conexión de puesta a tierra,Actividad,True,MEDIA,ELECTRICO,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Mensual,,,,,False,True
11.0,MEPA-A11,MOTOR ELECTRICO PRINCIPAL (LBD),MONITORIZAR,Inspecciones SPM,Actividad,False,MEDIA,BASADA EN CONDICION,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Bimensual,,,,,False,False
12.0,MEPA-A12,MOTOR ELECTRICO PRINCIPAL (LBD),MONITORIZAR,Inspección termográfica del motor.,Actividad,True,MEDIA,BASADA EN CONDICION,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,,,,False,False
13.0,MEPA-A13,MOTOR ELECTRICO PRINCIPAL (LBD),MONITORIZAR,Inspecciones por análisis de vibraciones,Actividad,False,MEDIA,BASADA EN CONDICION,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,,,,False,False
14.0,MEPA-A14,MOTOR ELECTRICO PRINCIPAL (LBD),LUBRICAR,Rodamientos del Motor electrico principal con la tecnica de ultrasonidos,Actividad,False,MEDIA,BASADA EN CONDICION,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Lubricacion Motor Principal,,,,,False,False
15.0,MEPA-A15,MOTOR ELECTRICO PRINCIPAL (LBD),REVISAR,Revisar con torquimetro la tornillería de la correcta sujeción a la bancada.,Actividad,True,MEDIA,MECANICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,True
16.0,MEPA-A16,MOTOR ELECTRICO PRINCIPAL (LBD),VERIFICAR,"Verificacion de estanquidad de cajas de conexiones, retenes , tapas y conexiones eléctricas,",Actividad,True,MEDIA,ELECTROMECANICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,True
17.0,MEPA-A17,MOTOR ELECTRICO PRINCIPAL (LBD),MEDIR,Medida de la aislación de los conductores del motor,Actividad,True,ALTA,BASADA EN CONDICION,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,False
18.0,MEPA-A18,MOTOR ELECTRICO PRINCIPAL (LBD),VERIFICAR,Verificar el estado de los conductores del motor,Actividad,True,MEDIA,ELECTRICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,True
19.0,MEPA-A19,MOTOR ELECTRICO PRINCIPAL (LBD),MONITORIZAR,Inspeccion de alineacion del motor y acoples,Actividad,True,ALTA,BASADA EN CONDICION,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,False
20.0,MEPA-A20,MOTOR ELECTRICO PRINCIPAL (LBD),MEDIR,Resistencia de aislamiento del motor principal,Actividad,True,ALTA,BASADA EN CONDICION,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,False
21.0,MEPA-A21,MOTOR ELECTRICO PRINCIPAL (LBD),REEQUIPAR,Debe realizarse un cambio de grasa y si fuera necesario también de rodamientos ,Actividad,True,MEDIA,BASADA EN CONDICION,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,Cambio grasa Motor,,,,,False,False
2.0,REFR,REFRIGERACION DE MOTOR (LBD),,,Plan,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,False,True
22.0,MEPA-A22,REFRIGERACION DE MOTOR (LBD),VERIFICAR,Funcionamiento del motor de refrigracion,Actividad,False,MEDIA,OPERATIVA,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspección Diaria,,,,,False,True
23.0,MEPA-A23,REFRIGERACION DE MOTOR (LBD),MEDIR,"Nivel de tensiones, Nivel de corrientes, en el motor",Actividad,False,MEDIA,ELECTRICO,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,,,,False,True
31.0,8,REFRIGERACION DE MOTOR (LBD),MEDIR,Registrar la corriente en la fase U en [A] del motor de refrigeracion ,Tarea,False,MEDIA,ELECTRICO,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,Amperios,Decimal,Corriente U Refrig,False,True
32.0,9,REFRIGERACION DE MOTOR (LBD),MEDIR,Registrar la corriente en la fase V en [A] del motor de refrigeracion ,Tarea,False,MEDIA,ELECTRICO,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,Amperios,Decimal,Corriente V Refrig,False,True
33.0,10,REFRIGERACION DE MOTOR (LBD),MEDIR,Registrar la corriente en la fase W en [A] del motor de refrigeracion ,Tarea,False,MEDIA,ELECTRICO,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,Amperios,Decimal,Corriente W Refrig,False,True
34.0,11,REFRIGERACION DE MOTOR (LBD),MEDIR,Registrar el nivel de tension  de las fases U-V en [V] del motor de refrigeracion ,Tarea,False,MEDIA,ELECTRICO,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,Voltios,Decimal,Tensión UV Refrig,False,True
35.0,12,REFRIGERACION DE MOTOR (LBD),MEDIR,Registrar el nivel de tension  de las fases U-W en [V] del motor de refrigeracion ,Tarea,False,MEDIA,ELECTRICO,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,Voltios,Decimal,Tensión UW Refrig,False,True
36.0,13,REFRIGERACION DE MOTOR (LBD),MEDIR,Registrar el nivel de tension  de las fases W-V en [V] del motor de refrigeracion ,Tarea,False,MEDIA,ELECTRICO,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,Voltios,Decimal,Tensión WV Refrig,False,True
24.0,MEPA-A24,REFRIGERACION DE MOTOR (LBD),VERIFICAR,Verificación de la tornillería y conexiones del sistema de refrigeración (Usar torquímetro),Actividad,True,MEDIA,MECANICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,True
25.0,MEPA-A25,REFRIGERACION DE MOTOR (LBD),VERIFICAR,"Verificación del ventilador , buscar rajaduras y controlar contrapesos",Actividad,True,MEDIA,MECANICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,True
26.0,MEPA-A26,REFRIGERACION DE MOTOR (LBD),PROBAR,Prueba de funcionamiento continuo del motor de refrigeración,Actividad,False,MEDIA,ELECTRICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,True
27.0,MEPA-A27,REFRIGERACION DE MOTOR (LBD),MONITORIZAR,"Inspecciones por ultrasonidos, durante las pruebas de funcionamiento del motor de refrigeración",Actividad,False,BAJA,BASADA EN CONDICION,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,False
28.0,MEPA-A28,REFRIGERACION DE MOTOR (LBD),MONITORIZAR,"Inspecciones de vibraciones, durante las pruebas de funcionamiento del motor de refrigeración",Actividad,False,MEDIA,BASADA EN CONDICION,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,False
29.0,MEPA-A29,REFRIGERACION DE MOTOR (LBD),MEDIR,Resistencia de aislamiento del motor de refrigeracion,Actividad,True,ALTA,ELECTRICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,True
3.0,ECON,ELEMENTOS DE CONTROL DEL MOTOR (LBD),,,Plan,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,False,True
30.0,MEPA-A31,ELEMENTOS DE CONTROL DEL MOTOR (LBD),VERIFICAR,"Inspección de la tornillería, conexiones electricas y articulación del taco motor",Actividad,True,MEDIA,ELECTROMECANICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,True
4.0,MEPR,MOTOR ELECTRICO PRINCIPAL RESPALDO (LBD),,,Plan,,,,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,False,True
31.0,MEPR-A01,MOTOR ELECTRICO PRINCIPAL RESPALDO (LBD),PROBAR,Giro manual del eje (un par de rotaciones).,Actividad,True,MEDIA,MECANICO,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Mensual,,,,,False,True
32.0,MEPR-A02,MOTOR ELECTRICO PRINCIPAL RESPALDO (LBD),VERIFICAR,"Verificación desgastes, rajaduras y resequedad de los conductores del motor.",Actividad,True,BAJA,ELECTROMECANICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Mensual,,,,,False,True
33.0,MEPR-A03,MOTOR ELECTRICO PRINCIPAL RESPALDO (LBD),LIMPIAR,Limpieza de las superficies del motor y tapas de la refrigeración,Actividad,True,BAJA,ELECTROMECANICO,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,,,,False,True
34.0,MEPR-A04,MOTOR ELECTRICO PRINCIPAL RESPALDO (LBD),LIMPIAR,Limpieza y verificación del cable canal de los conductores eléctricos del motor,Actividad,True,BAJA,ELECTROMECANICO,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,,,,False,True
35.0,MEPR-A05,MOTOR ELECTRICO PRINCIPAL RESPALDO (LBD),VERIFICAR,Verificación del estado de los acoples del motor y su tornillería.,Actividad,True,MEDIA,MECANICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,True
36.0,MEPR-A06,MOTOR ELECTRICO PRINCIPAL RESPALDO (LBD),MEDIR,Resistencia de Aislamiento del motor principal de respaldo,Actividad,True,MEDIA,BASADA EN CONDICION,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,False
5.0,RMR,REFRIGERACION DE MOTOR RESPALDO (LBD),,,Plan,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,False,True
37.0,MEPR-A07,REFRIGERACION DE MOTOR RESPALDO (LBD),VERIFICAR,Verificación de la tornillería y conexiones del sistema de refrigeración (Usar torquímetro),Actividad,True,MEDIA,MECANICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,True
38.0,MEPR-A08,REFRIGERACION DE MOTOR RESPALDO (LBD),MEDIR,Resistencia de aislamiento del motor de refrigeración ,Actividad,True,ALTA,ELECTRICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,True
6.0,ACTC,ACOPLE TIPO CARDAN (LBD),,,Plan,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,,,,,,False,True
39.0,AMR-A01,ACOPLE TIPO CARDAN (LBD),VERIFICAR,Ausencia de ruidos anormales. (No tocar las protecciones),Actividad,False,MEDIA,OPERATIVA,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspección Diaria,,,,,False,True
40.0,AMR-A02,ACOPLE TIPO CARDAN (LBD),VERIFICAR,"Verificación del correcto apriete de la tornillería (visualización de marcas), del acoplamiento",Actividad,True,MEDIA,MECANICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,,,,False,True
41.0,AMR-A03,ACOPLE TIPO CARDAN (LBD),LUBRICAR,El acople (tipo cardan) y realizar limpieza de los excedentes de lubricante.,Actividad,True,BAJA,MECANICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,,,,False,True
42.0,AMR-A04,ACOPLE TIPO CARDAN (LBD),VERIFICAR,Verificar estado de las alemitas de lubricación,Actividad,True,BAJA,MECANICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,,,,False,True
43.0,AMR-A05,ACOPLE TIPO CARDAN (LBD),VERIFICAR,Correcto apriete de tornillería en cubiertas (visualización de marcas).,Actividad,True,MEDIA,MECANICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,,,,False,True
44.0,AMR-A06,ACOPLE TIPO CARDAN (LBD),LIMPIAR,"Cubierta, externa e internamente, más superficies contiguas.",Actividad,True,BAJA,MECANICO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,,,,False,True
45.0,AMR-A09,ACOPLE TIPO CARDAN (LBD),MEDIR,Medir el juego longitudinal minimo disponible [20 mm segun el manual],Actividad,True,MEDIA,MECANICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,True
59.0,14,ACOPLE TIPO CARDAN (LBD),MEDIR,Registrar la medida del juego de los arboles articulados en [mm],Tarea,True,MEDIA,MECANICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,milimetros,Decimal,Juego Árboles Articulados,False,True
46.0,AMR-A10,ACOPLE TIPO CARDAN (LBD),VERIFICAR,Verificación visual exhaustiva a los acoples cardanicos,Actividad,True,BAJA,MECANICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,True
47.0,AMR-A11,ACOPLE TIPO CARDAN (LBD),VERIFICAR,Verificación de marcas  del acoplamiento motor - reductor,Actividad,True,BAJA,MECANICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,True
48.0,AMR-A12,ACOPLE TIPO CARDAN (LBD),VERIFICAR,Análisis de fisuras por partículas magnéticas,Actividad,True,MEDIA,BASADA EN CONDICION,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,False
49.0,AMR-A08,ACOPLE TIPO CARDAN (LBD),PROBAR,Inspeccion por particulas magneticas a la pista de freno del disco,Actividad,True,ALTA,BASADA EN CONDICION,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,END Cardan,,,,,False,False
50.0,AMR-A07,ACOPLE TIPO CARDAN (LBD),VERIFICAR,Verificación de alineación acoplamiento motor reductor,Actividad,True,ALTA,BASADA EN CONDICION,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,END Cardan,,,,,False,False
7.0,DIN,DISCO DE INERCIA (LBD),,,Plan,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,False,True
51.0,AMR-A13,DISCO DE INERCIA (LBD),VERIFICAR,"Verificacion de rajaduras,  fisuras en los discos de inercia",Actividad,True,BAJA,MECANICO,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Anual,,,,,False,True
8.0,EDRP,ESTRUCTURA DEL REDUCTOR PRINCIPAL (LBD),,,Plan,,,,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,,,,,,False,True
52.0,RPR-A01,ESTRUCTURA DEL REDUCTOR PRINCIPAL (LBD),VERIFICAR,Ausencia de ruidos y vibraciones anormales. NO tocar el reductor,Actividad,False,MEDIA,OPERATIVA,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspección Diaria,,,,,False,True
53.0,RPR-A02,ESTRUCTURA DEL REDUCTOR PRINCIPAL (LBD),VERIFICAR,"Ausencia fuga de lubricante en ductos, cañerías, en bridas, tapas, racor y otros",Actividad,False,MEDIA,OPERATIVA,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspección Diaria,,,,,False,True
54.0,RPR-A03,ESTRUCTURA DEL REDUCTOR PRINCIPAL (LBD),VERIFICAR,Verificar el estado del aceite (no espumante) .15 minutos después de la operación,Actividad,True,BAJA,MECANICO,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Semanal,,,,,False,True
55.0,RPR-A04,ESTRUCTURA DEL REDUCTOR PRINCIPAL (LBD),VERIFICAR,Verificar el nivel de aceite de las mirillas del reductor,Actividad,True,BAJA,MECANICO,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Semanal,,,,,False,True
70.0,15,ESTRUCTURA DEL REDUCTOR PRINCIPAL (LBD),ANOTAR,Registrar nivel de aceite de la mirilla superior del reductor entre  10 %  y 90 %,Tarea,True,BAJA,MECANICO,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Semanal,,Porcentaje,Entero,Aceite Mirilla Sup Reductor,False,True
71.0,16,ESTRUCTURA DEL REDUCTOR PRINCIPAL (LBD),ANOTAR,Registrar nivel de aceite de la mirilla inferior del reductor entre  60 %  y 90 %,Tarea,True,BAJA,MECANICO,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Semanal,,Porcentaje,Entero,Aceite Mirilla Inf Reductor,False,True
56.0,RPR-A05,ESTRUCTURA DEL REDUCTOR PRINCIPAL (LBD),VERIFICAR,Aceite en el deposito de fugas y el indicador de goteo del reductor,Actividad,False,BAJA,MECANICO,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Semanal,,,,,False,True
57.0,RPR-A06,ESTRUCTURA DEL REDUCTOR PRINCIPAL (LBD),VERIFICAR,Inspecciones SPM,Actividad,False,MEDIA,BASADA EN CONDICION,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Bimensual,,,,,False,False
58.0,RPR-A07,ESTRUCTURA DEL REDUCTOR PRINCIPAL (LBD),MONITORIZAR,Inspecciones de vibraciones,Actividad,False,MEDIA,BASADA EN CONDICION,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,,,,False,False
59.0,RPR-A08,ESTRUCTURA DEL REDUCTOR PRINCIPAL (LBD),MONITORIZAR,"Verificación de las marcas de tornilleria, ajustar y marcar si no existen los testigos",Actividad,False,MEDIA,BASADA EN CONDICION,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,,,,False,False
60.0,RPR-A09,ESTRUCTURA DEL REDUCTOR PRINCIPAL (LBD),VERIFICAR,El reductor y sus alrededores,Actividad,True,BAJA,MECANICO,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Inspeccion Trimestal,,,,,False,True
